id,asin,rv_stars_rating,rv_titre,rv_date,rv_pays,rv_achat,rv_body,rv_utile,rv_lien
11,B07ZHJFH4W,"1,0",Ca fait un mois que je suis propriétaire de cette télé qui marche moins bien que mon ancienne.,20/09/2020,France,Achat vérifié,"Cette télé est vendu en UHD ET 4K. Quand je met un film UHD, J'ai de la mosaique, et l'image est horrible. de plus le son est très aigue et il est impossible de rajouter des graves. Pour terminer, elle est vendu avec trois entrées USB, mais sur la mienne il n'y en a que deux qui fonctionnent. Je déconseille vivement cette article.",5 personnes ont trouvé cela utile,/gp/customer-reviews/R1F0W5IVD06DVP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
12,B07ZHJFH4W,"5,0",Bel écran avec bonne image pour le prix,07/09/2020,France,Achat vérifié,"J'avais un budget limité mais souhait un grand écran avec une bonne image, le reste étant accessoire. Basé sur les commentaires et un test sur Internet, j'ai choisi cet écran  et ne suis pas déçu. Livrée en deux jours dans un simple carton très léger, mais l'emballage d'origine est déjà robuste et la protège bien. La notice en français est bien faite et le montage est très simple (je l'ai fait tout seul même si un peu difficile de la sortir seul du carton). La qualité d'image est très bonne compte après quelques réglages (87% de sRGB couvert avec sonde colorimètrique) et surtout vu le prix. Le son est assez puissant mais sonne ""creux"", probablement causé par la légèreté des matériaux du panneau arrière). Je ne voulais pas de télé connectée mais pas vraiment le choix à l'heure actuelle : ça ne m'a pas dérangé du tout car elle démarre vite et n'est pas envahie par menus et applis inutiles. Je n'ai d'ailleurs pas connecté la télé à Internet et elle fonctionne parfaitement après refus des conditions d'utilisation (mise à jour firmware possible par USB). Recherche des chaînes TNT très facile et rapide. Compatible satellite. La finition est soignée (belle face avant, frameless) mais les matériaux un peu légers (coque arrière tout plastique assez souple). Elle correspond tout à fait à mes besoins. Très satisfait.",2 personnes ont trouvé cela utile,/gp/customer-reviews/R1YT8QD7E98N6X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
13,B07ZHJFH4W,"5,0",rapport qualité-prix irréprochable.,17/03/2021,France,Achat vérifié,"Qualité d'image sans reproche en comparaison d'appareils qui valent le double. la qualité de son ce n'est pas exceptionnelle, mais largement suffisante pour un usage normal de toute façon pour un usage cinéma il est toujours nécessaire d'utiliser une barre de son, pour ma part avec mon home cinéma et la sortie par fibre optique le résultat est très bon. La télécommande très bien et en aucune manière de qualité médiocre. Je recommande la version Android qui permet d'installer un grand nombre d'applications. On évite aussi le blotware présent sur tous les modèles des grandes marques et leur manque de configurabilié. Pouf ma part c'est une excellente option.",,/gp/customer-reviews/R37VMZ4KWH8KIU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
14,B07ZHJFH4W,"4,0",Bon produit,04/08/2021,France,Achat vérifié,"Qualité de l'image excellente (comparé a une dalle LCD datant d'il y a 10ans c'est un peu normal) et l'adaptation de l'oeil prend un peu de temps. Fixation murale tres pratique Configuration un peu prise de tete: HDR mal detecté, 4K aleatoire mais apres un reset tout est bon (notamment pour la ps5) La télé n'aime pas quand je l'allume avant le pc et reboot d'elle-meme quand le boot passe du bios vers l'OS (changement resolution). Pas trouvé le moyen de couper le son du logo au demarrage Aucun soucis coté wifi/ethernet",Une personne a trouvé cela utile,/gp/customer-reviews/R11AM4OYENNF8I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
15,B07ZHJFH4W,"4,0","Génial, tout simplement !",15/12/2020,France,Achat vérifié,"Pas mal du tout!, j'avais une télévision de 1m08 d'écran,  là c'est passé à 1m46, génial !. Contrôle à distance bon, son bon, mise en route relativement facile pour les réglages,  espérons qu'elle fonctionnera bien longtemps ! 1 seul regret, nous avons beaucoup hésité entre celle là et le modèle 1m65, prochaine,  plus d'hésitation,  si c'est la même qualité,  ce sera sans hésitation 1m65. C'est vraiment bluffant cet écran !",3 personnes ont trouvé cela utile,/gp/customer-reviews/RZ1QE6NZ6WW6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
16,B07ZHJFH4W,"2,0",Déçu on trouve mieux a ce prix !,28/11/2020,France,Achat vérifié,Je pensait vraiment faire une bonne affaire même après premier mise en marche sa allait a peu prés mais la TV  a plein de   disfonctionements. Elle s arrete toute  seul  aléatoirement Perd la connexion internet sans raison apparente . Google assistant na jamais fonctionné. Etc etc Le son c est une catastrophe Fonction bluetooth  introuvable L appellation 4k est fausse c est du HD c est tout .,2 personnes ont trouvé cela utile,/gp/customer-reviews/R38V5NZZPO0UVA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
17,B07ZHJFH4W,"2,0",On pouvait pas faire mieux ?,13/10/2020,France,Achat vérifié,"L'objet reçu est conforme à la description de l'article acheter. La télévision est très bien, la qualité est présente. Mais... les connexions ""bluethoot"" sont des mensonges, cela ne fonctionne pas. Il n'y a pas de bouton intégré à la télévision, donc si votre télécommande à un accident, vous l'avez dans l'os. Il n'y a pas de mise à jour, donc pas d'appli disney+ ou apple TV, etc. Il aurait pu aussi rajouter une option ""changer le nommé les Sources"". Parce que HDMI 1, 2, 3 ça informe pas de ce qui est branché dessus.",Une personne a trouvé cela utile,/gp/customer-reviews/RMAG9J4Y07ADJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
18,B07ZHJFH4W,"4,0",Achat joyeux !,16/10/2020,France,Achat vérifié,"Rapport qualité prix imbattable ! Cependant avant d'acheter, sachez que ce n'est pas du haut de gamme : image correcte sans plus, son mauvais ( j'ai acheté une barre de son TCL 99€, le rendu est top). Par contre la connectivité est excellente, la fonctionnalité et la prise en main aussi. Les touches d'accès à l'entertainment de la télécommande facilitent la vie, la compatibilité Google est présente et fonctionne parfaitement. Je recommande pour les budgets limités ( mais pas que) 👍🏻",2 personnes ont trouvé cela utile,/gp/customer-reviews/R3NO7D6WQH1MVP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
19,B07ZHJFH4W,"5,0",Service après vente,14/05/2021,France,Achat vérifié,Tele reçue début décembre sans télécommande sans câble d alimentation sans vis pour les pieds en lisant les commentaires j ai pus avoir le numéro du service après vente car pas de notice .soit disant je la recevrait vite la bonne blague rien nada!! En fait même les télécommandes universelle n existent pour les télés a partir de 58 pouces donc coincé j ai cherché cherche et la bingo en avril cdiscount vend une télécommande universelle pour toutes les teles chiQ et elle fonctionne ouf merci a eux et chiq bien euh vous abusez !!! Mais celle ci est de bonne qualité bonne image bon son,,/gp/customer-reviews/R1ETACTJ6V7RA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
20,B07ZHJFH4W,"4,0",pour le prix c'est plutôt satisfaisant,05/11/2020,France,Achat vérifié,"Achetée comme seconde TV mais aussi et surtout comme écran dédié pour la console de jeu. En mode Tv la  qualité d'image est excellente , Netflix et YouTube installés d'origine. j'ai ajouté l'application  Mycanal  via le store , impeccable , faut quand même  une très bonne connexion internet . Bien que peu utile au regard des applications installable et a la connexion Wifi le ChromeCast fonctionne bien. J'ai pas réussi à faire fonctionner la Miracast. un peu  dommage de na pas pouvoir projeter son smartphone sur cet écran. ( faut peut être chercher sur le store une appli qui fasse la job ) En mode jeu , c'est époustouflant . du 4k  sur Xbox one X ( en attendant de voir ce que cela va donner sur Xbox série X ). j'ai hâte.. Coté audio , j'ai pas trouvé le réglage apportant la qualité parfaite .. en mode standard c'est  acceptable, en mode ciné . faut envisager une barre de son . mais ca va  augmenter le prix .. Personnellement  j'utilise surtout  un caque Bluetooth pour les jeux.  c'est parfait.",Une personne a trouvé cela utile,/gp/customer-reviews/R2PCDC2E8UBZOD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
21,B07ZHJFH4W,"1,0",le téléviseur s'éteind tout seul (puis redémarre) de façon aléatoire !,17/12/2020,France,Achat vérifié,"Bonjour, le téléviseur s'éteint et se rallume tout seul, avez-vous une explication? s'agit-il d'un disfonctionnement du contrôleur de température ? Comment peut-on sélectionner le port USB?",3 personnes ont trouvé cela utile,/gp/customer-reviews/R2PILU8Q76042Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
22,B07ZHJFH4W,"3,0",Je ne recommande pas,13/02/2020,France,Achat vérifié,"Niveaux de noir vraiment mauvais, A part ça ça marche bien mais quand il faut afficher quelque chose avec différents niveaux de noir c'est tellement mauvais j'ai l'impression que c'est 1999 Optez pour un TCL",5 personnes ont trouvé cela utile,/gp/customer-reviews/R3SIBP3QPMPVXD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
23,B07ZHJFH4W,"4,0",Très bon rapport qualité/prix(Modèle U55H7A),19/11/2020,France,Achat vérifié,"D'abord,et comme pas mal de monde j'imagine,je m'interrogeais beaucoup sur ce que j'allais recevoir,au vu de certains commentaires,mais au final,et après déballage,ma première impression fut plutôt bonne. L'aspect général est certes simple,sobre,mais propre et efficace,même assez élégant(ça ne dépareille pas du tout une fois en place,même comme écran principal,j'ai vu bien plus ""cheap"" avec de l'entrée de gamme de marques plus ""célèbres"",que celui ci vient d'ailleurs remplacer). Les pieds inspirent de suite confiance(métal ou alliage assez ""lourd""),sont très simples à monter(deux vis chacun),l'écran est parfaitement stable une fois en place. Configuration générale très aisée et intuitive(recherche de chaîne,liaison de mes différents comptes,tests de connection bluetooth...Etc), télécommande certes sobre mais parfaitement réactive et totalement fonctionnelle. L'image par défaut ne me convenant pas,je suis passé par des réglages personnalisés(le menu est très complet),et je suis très vite arrivé à quelques chose de très bon(à mon goût)pour ne pas dire excellent. Gros bémol sur le son par contre,mais sans surprise,j'avais prévu une barre,branchée en optique,et l'ensemble est ma foi très convaincant,sans vraiment gonfler le prix(barre entrée de gamme). Utilisée principalement pour films/séries en streaming,jeu(PC/console),plus occasionnellement TV pour infos et quelques reportages,je suis d'une manière générale très satisfait,quelle que soit la source,la connectique est de plus bien suffisante. En bref,et même s'il faut voir dans le temps,ça me paraît être une excellente alternative à d'autres modèles beaucoup plus plébiscités,mais aussi souvent plus chers,je recommande donc.",,/gp/customer-reviews/RY51FM56D2RPR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
24,B07ZHJFH4W,"1,0",TRES TRES mauvaise qualitée,23/08/2020,France,Achat vérifié,"Je suis très très déçus par cette TV, le son est horrible, la qualité de l'image par satellite est digne d'une antenne râteau, quand aux vidéo en 1080 , c'est du divx en léger mieux. De plus, la TV bug très souvent et la seule solution est de débrancher le téléviseur du secteur pour la rebouter est revoir enfin la TV. Et je parle même pas du réseau .... ne reconnais même pas un synology .... Enfin, NUL, passer votre chemin si vous voulez rester avec un televiseur de 2020 !!!!",2 personnes ont trouvé cela utile,/gp/customer-reviews/R2VBTMQHQI0A7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
25,B07ZHJFH4W,"3,0",Presque que l’image de bon,22/01/2022,France,Achat vérifié,"Franchement, couplé a une bonne connexion l’image est très belle. Pas trop de réglages possible mais y a quand même quelques options parametrable. Vendu comme une tele Bluetooth, je cherche encore comment connecter un appareil, on peut activer le Bluetooth mais impossible de choisir un appareil, et la tele est introuvable via d’autres paramètres. Alors j’en conclu que le module Bluetooth n’est pas dans la télé. Son pas terrible du tout. La télé vaux son prix, on en est quand même content malgré l’interface Android TV vraiment de mauvaise qualité et pas intuitive je trouve. Achetez cette télé si votre budget est reduit",,/gp/customer-reviews/R1S23RU99185D0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
26,B07ZHJFH4W,"1,0",TV Android catastrophique,25/12/2021,France,Achat vérifié,"Cette TV Android est à un prix accessible, sinon pour le reste... Points positifs: -Android TV -Bonne qualité d'image -Nombreux réglages Points négatifs -Le son, trop d'aigus et basses inexistantes, même avec les paramètres ajustés -Les vis des pieds, bien trop grosses et difficiles à visser -Impossible de la connecté à mon wifi 5GHz -Chromecast de mauvaise qualité et très décalé (peut-être du au wifi 2,4GHz) -Navigation lente, la TV bug sans cesse, les applis ne ce lancent pas, la TV refuse de s'éteindre, le dont est décalé, l'image freeze... C'est juste une catastrophe cette TV, je regrette mon achat.",,/gp/customer-reviews/R2FBT0LSRSISP1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
27,B07ZHJFH4W,"2,0",rip lantenne wifi,19/10/2020,France,Achat vérifié, MAJ: apres 1 moi l’antenne wifi ne fonctionne plus YouTube Netflix passe par la wi-fi ... ———————————————-// 200€ pendant lamazon prime TV de 50 pouces 4K rapport qualité prix imbattable a voir avec le temp .... la durée de vie.,Une personne a trouvé cela utile,/gp/customer-reviews/RQDOR604BTZVF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
28,B07ZHJFH4W,"1,0",j'ai payer pour un ecran plus grand pour en recevoir un plus petit pas cool,04/10/2020,France,Achat vérifié,"je viens de mesuré mon ecran pour etre sur que je ne me soit pas tromper apres avoir cherché une table pour le posé, et suprise surprise , je me rend compte que en faite j'ai recu un 50 inches au lieu d un 55, belle surprise , j'ai demander la taille que j'ai payer on va voir jusqu'ou  sa va allé les surprise,",Une personne a trouvé cela utile,/gp/customer-reviews/R1VLWUD8XSFM1I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
29,B07ZHJFH4W,"2,0",Moins de 2 ans...,04/01/2022,France,Achat vérifié,"Aucun problème jusqu'à aujourd'hui. Les seuls soucis que j'ai eu sont les mises ç jours qui se font toute seule pendant que vous regardez un film. La télé redémarre toute seule sans prévenir quasiment chaque semaine. Mais aujourd'hui, masterclasse... Je regardait une série quand soudain l'écran s'assombrit progressiement jusqu'à devenir noir et laissant apparaître des bandes verticales jaune/vertes en plein milieu. Je vais essayer de faire échanger ou rembourser la télé vu que cela fait moins de 2 ans que je l'ai acheté (aout 2019). Affaire à suivre mais je suis très déçu. J'ai toujours gardé mes TV minimum 6 ans voir plus sans problème. Là 1 an et deùi et elle des déjà morte...",,/gp/customer-reviews/R3PDHOHLU53ID6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
30,B07ZHJFH4W,"2,0",Redémarrage incessant et vendeur ne donnant pas de réel solution,20/06/2021,France,Achat vérifié,"En terme general, cette télé est très bien et d'une qualité correcte, par rapport a son prix disons. SAUF QUE : Surement du a Android qui plante ou je ne sais quoi dans le genre, elle bloque et redemarre sans arret, au bout d'une heure ou deux de fonctionnement. C'est très pesant. Cela fait des mois que j'essaye de contacter le vendeur pour lui faire part de mon mécontentement et une réponse est enfin arrivée il y a peu pour me demander de leur renvoyer la télé pour ""réparation"", à mes frais et sans article de remplacement. Evidemment, le temps de cette réponse, les délais de retour/remboursement sont depuis largement dépassés.",,/gp/customer-reviews/R2DY95C2HBZDBU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
31,B07ZHJFH4W,"3,0",Tres bonne qualité pour le prix,01/11/2020,France,Achat vérifié,"Pour le prix, la tv convient pour de grandes pièces. Cependant, je l'ai utilisé dans ma chambre, avec 2 mètres de distance, et il y avais un bruit désagréable (oreilles qui sifflent) suffisamment fort pour être audible même lorsqu'il y avait du son sur mes enceintes. (pas de problème avec suffisamment d'espace, 3 mètres ou plus). Utiliser des enceintes avec cette tv, car la qualité de l'audio est vraiment mauvaise.",,/gp/customer-reviews/R2MCXWDME7MFUE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
32,B07ZHJFH4W,"1,0",Un televiseur qui fait des choses qu'on ne lui demande pas!,15/06/2021,France,Achat vérifié,"Ce téléviseur reboote régulièrement, trop régulièrement, en plein milieu d'un programme, sans vous laisser le choix de ne pas le faire! C'est incompréhensible, pas du tout pratique, bref ce téléviseur est à fuir.",Une personne a trouvé cela utile,/gp/customer-reviews/R2A5DI3KW462QZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
33,B07ZHJFH4W,"5,0",Génial,18/10/2020,France,Achat vérifié,"Pour un premier achat, sans rien y connaître du tout et avec un petit budget, je suis vraiment très très contente ! Elle est super ! Et comme elle est Android j'ai même accès au prime vidéo d'amazon avec Orange comme opérateur, cool ! L'image est sympa. Le son, je ne sais pas trop parce que j'ai pris une barre de son en plus. Donc la c'est super. Elle est parfaite pour mon salon et mes besoins. Très légère, facile à installer. Très bien emballé et livraison rapide.",,/gp/customer-reviews/R1N4H2TDBA5L9Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
34,B07ZHJFH4W,"3,0",Fait le job pour son Prix Entrée de Gamme,22/09/2020,France,Achat vérifié,"Design classique mais sympa. Bonne qualité d'image tant qu'on est bien en face, dès qu'on prend un peu d'angle ça devient de plus en plus blanc. Menus de réglages simples et intuitifs. Mauvais point : son médiocre. Avec une barre de son ça se passe mieux, mais il faut une connexion optique, le Bluetooth ne tient pas la route. Bref, pour un tarif si modéré, il  ne faut pas s'attendre au top des TV, et le job est fait",,/gp/customer-reviews/REAGQBAIPSLLU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
35,B07ZHJFH4W,"5,0",chic,05/10/2021,France,Achat vérifié,Bonsoir ...Meme conception pour toutes les tv  a ce prix donc....Trés bonne qualité d'image après réglages et  alimenté par la fibre....Le gros problème c'est le son  donc investir dans une très bonne barre de son ou un home cinéma 4k. Si vous cherchez d'un tv dans cette gamme pour le prix ne pas hésiter,,/gp/customer-reviews/R283ZKVYG0LIYX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
36,B07ZHJFH4W,"4,0",Rapport Qualité/Prix excellent,04/03/2021,France,Achat vérifié,"Ce téléviseur android 43"" fonctionne parfaitement. L'image n'est pas très chaleureuse mais tout à fait convenable et le son manque un peu de relief. Les hauts parleurs intégrés sont probablement à l'origine de la qualité du son. Néanmoins, c'est un excellent rapport qualité/prix !",Une personne a trouvé cela utile,/gp/customer-reviews/R3B3MLXGZRZZ8O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
