id,asin,rv_stars_rating,rv_titre,rv_date,rv_pays,rv_achat,rv_body,rv_utile,rv_lien
11,B07ZHJFH4W,"4,0","Très bonne Télévision et fidèle a sa description, rapport qualité prix très bon.",2/1/2021,France,Achat vérifié,"Très bonne Télévision et fidèle a sa description, rapport qualité prix très bon.",2 personnes ont trouvé cela utile,/gp/customer-reviews/RNIUVHPOIE4N5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
12,B07ZHJFH4W,"1,0",Cette télé est vendu en UHD ET 4K.,20/9/2020,France,Achat vérifié,Cette télé est vendu en UHD ET 4K.,5 personnes ont trouvé cela utile,/gp/customer-reviews/R1F0W5IVD06DVP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
13,B07ZHJFH4W,"5,0","Qualité d'image sans reproche en comparaison d'appareils qui valent le double. la qualité de son ce n'est pas exceptionnelle, mais largement suffisante pour un usage normal de toute façon pour un usage cinéma il est toujours nécessaire d'utiliser une barre de son, pour ma part avec mon home cinéma et la sortie par fibre optique le résultat est très bon. La télécommande très bien et en aucune manière de qualité médiocre. Je recommande la version Android qui permet d'installer un grand nombre d'applications. On évite aussi le blotware présent sur tous les modèles des grandes marques et leur manque de configurabilié.",17/3/2021,France,Achat vérifié,"Qualité d'image sans reproche en comparaison d'appareils qui valent le double. la qualité de son ce n'est pas exceptionnelle, mais largement suffisante pour un usage normal de toute façon pour un usage cinéma il est toujours nécessaire d'utiliser une barre de son, pour ma part avec mon home cinéma et la sortie par fibre optique le résultat est très bon. La télécommande très bien et en aucune manière de qualité médiocre. Je recommande la version Android qui permet d'installer un grand nombre d'applications. On évite aussi le blotware présent sur tous les modèles des grandes marques et leur manque de configurabilié.",,/gp/customer-reviews/R37VMZ4KWH8KIU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
14,B07ZHJFH4W,"4,0",Qualité de l'image excellente (comparé a une dalle LCD datant d'il y a 10ans c'est un peu normal) et l'adaptation de l'oeil prend un peu de temps.,4/8/2021,France,Achat vérifié,Qualité de l'image excellente (comparé a une dalle LCD datant d'il y a 10ans c'est un peu normal) et l'adaptation de l'oeil prend un peu de temps.,Une personne a trouvé cela utile,/gp/customer-reviews/R11AM4OYENNF8I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
15,B07ZHJFH4W,"2,0",L'objet reçu est conforme à la description de l'article acheter.,13/10/2020,France,Achat vérifié,L'objet reçu est conforme à la description de l'article acheter.,Une personne a trouvé cela utile,/gp/customer-reviews/RMAG9J4Y07ADJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
16,B07ZHJFH4W,"4,0","Pas mal du tout!, j'avais une télévision de 1m08 d'écran,  là c'est passé à 1m46, génial !. Contrôle à distance bon, son bon, mise en route relativement facile pour les réglages,  espérons qu'elle fonctionnera bien longtemps ! 1 seul regret, nous avons beaucoup hésité entre celle là et le modèle 1m65, prochaine,  plus d'hésitation,  si c'est la même qualité,  ce sera sans hésitation 1m65. C'est vraiment bluffant cet écran !",15/12/2020,France,Achat vérifié,"Pas mal du tout!, j'avais une télévision de 1m08 d'écran,  là c'est passé à 1m46, génial !. Contrôle à distance bon, son bon, mise en route relativement facile pour les réglages,  espérons qu'elle fonctionnera bien longtemps ! 1 seul regret, nous avons beaucoup hésité entre celle là et le modèle 1m65, prochaine,  plus d'hésitation,  si c'est la même qualité,  ce sera sans hésitation 1m65. C'est vraiment bluffant cet écran !",3 personnes ont trouvé cela utile,/gp/customer-reviews/RZ1QE6NZ6WW6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
17,B07ZHJFH4W,"2,0",Je pensait vraiment faire une bonne affaire même après premier mise en marche sa allait a peu prés mais la TV  a plein de,28/11/2020,France,Achat vérifié,Je pensait vraiment faire une bonne affaire même après premier mise en marche sa allait a peu prés mais la TV  a plein de,2 personnes ont trouvé cela utile,/gp/customer-reviews/R38V5NZZPO0UVA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
18,B07ZHJFH4W,"4,0","Rapport qualité prix imbattable ! Cependant avant d'acheter, sachez que ce n'est pas du haut de gamme : image correcte sans plus, son mauvais ( j'ai acheté une barre de son TCL 99€, le rendu est top).",16/10/2020,France,Achat vérifié,"Rapport qualité prix imbattable ! Cependant avant d'acheter, sachez que ce n'est pas du haut de gamme : image correcte sans plus, son mauvais ( j'ai acheté une barre de son TCL 99€, le rendu est top).",2 personnes ont trouvé cela utile,/gp/customer-reviews/R3NO7D6WQH1MVP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
19,B07ZHJFH4W,"5,0",Tele reçue début décembre sans télécommande sans câble d alimentation sans vis pour les pieds en lisant les commentaires j ai pus avoir le numéro du service après vente car pas de notice .soit disant je la recevrait vite la bonne blague rien nada!! En fait même les télécommandes universelle n existent pour les télés a partir de 58 pouces donc coincé j ai cherché cherche et la bingo en avril cdiscount vend une télécommande universelle pour toutes les teles chiQ et elle fonctionne ouf merci a eux et chiq bien euh vous abusez !!! Mais celle ci est de bonne qualité bonne image bon son,14/5/2021,France,Achat vérifié,Tele reçue début décembre sans télécommande sans câble d alimentation sans vis pour les pieds en lisant les commentaires j ai pus avoir le numéro du service après vente car pas de notice .soit disant je la recevrait vite la bonne blague rien nada!! En fait même les télécommandes universelle n existent pour les télés a partir de 58 pouces donc coincé j ai cherché cherche et la bingo en avril cdiscount vend une télécommande universelle pour toutes les teles chiQ et elle fonctionne ouf merci a eux et chiq bien euh vous abusez !!! Mais celle ci est de bonne qualité bonne image bon son,,/gp/customer-reviews/R1ETACTJ6V7RA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
20,B07ZHJFH4W,"4,0",Achetée comme seconde TV mais aussi et surtout comme écran dédié pour la console de jeu.,5/11/2020,France,Achat vérifié,Achetée comme seconde TV mais aussi et surtout comme écran dédié pour la console de jeu.,Une personne a trouvé cela utile,/gp/customer-reviews/R2PCDC2E8UBZOD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
21,B07ZHJFH4W,"1,0","Bonjour, le téléviseur s'éteint et se rallume tout seul, avez-vous une explication?",17/12/2020,France,Achat vérifié,"Bonjour, le téléviseur s'éteint et se rallume tout seul, avez-vous une explication?",3 personnes ont trouvé cela utile,/gp/customer-reviews/R2PILU8Q76042Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
22,B07ZHJFH4W,"3,0","Niveaux de noir vraiment mauvais, A part ça ça marche bien mais quand il faut afficher quelque chose avec différents niveaux de noir c'est tellement mauvais j'ai l'impression que c'est 1999",13/2/2020,France,Achat vérifié,"Niveaux de noir vraiment mauvais, A part ça ça marche bien mais quand il faut afficher quelque chose avec différents niveaux de noir c'est tellement mauvais j'ai l'impression que c'est 1999",5 personnes ont trouvé cela utile,/gp/customer-reviews/R3SIBP3QPMPVXD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
23,B07ZHJFH4W,"4,0","D'abord,et comme pas mal de monde j'imagine,je m'interrogeais beaucoup sur ce que j'allais recevoir,au vu de certains commentaires,mais au final,et après déballage,ma première impression fut plutôt bonne.",19/11/2020,France,Achat vérifié,"D'abord,et comme pas mal de monde j'imagine,je m'interrogeais beaucoup sur ce que j'allais recevoir,au vu de certains commentaires,mais au final,et après déballage,ma première impression fut plutôt bonne.",,/gp/customer-reviews/RY51FM56D2RPR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
24,B07ZHJFH4W,"2,0", MAJ:,19/10/2020,France,Achat vérifié, MAJ:,Une personne a trouvé cela utile,/gp/customer-reviews/RQDOR604BTZVF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
25,B07ZHJFH4W,"3,0","Franchement, couplé a une bonne connexion l’image est très belle.",22/1/2022,France,Achat vérifié,"Franchement, couplé a une bonne connexion l’image est très belle.",,/gp/customer-reviews/R1S23RU99185D0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
26,B07ZHJFH4W,"4,0","Cette TV Android est à un prix accessible, elle est élégante avec sont cadre fin.",25/12/2021,France,Achat vérifié,"Cette TV Android est à un prix accessible, elle est élégante avec sont cadre fin.",,/gp/customer-reviews/R2FBT0LSRSISP1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
27,B07ZHJFH4W,"4,0","Ce téléviseur android 43"" fonctionne parfaitement. L'image n'est pas très chaleureuse mais tout à fait convenable et le son manque un peu de relief. Les hauts parleurs intégrés sont probablement à l'origine de la qualité du son. Néanmoins, c'est un excellent rapport qualité/prix !",4/3/2021,France,Achat vérifié,"Ce téléviseur android 43"" fonctionne parfaitement. L'image n'est pas très chaleureuse mais tout à fait convenable et le son manque un peu de relief. Les hauts parleurs intégrés sont probablement à l'origine de la qualité du son. Néanmoins, c'est un excellent rapport qualité/prix !",Une personne a trouvé cela utile,/gp/customer-reviews/R3B3MLXGZRZZ8O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
28,B07ZHJFH4W,"3,0",Design classique mais sympa.,22/9/2020,France,Achat vérifié,Design classique mais sympa.,,/gp/customer-reviews/REAGQBAIPSLLU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
29,B07ZHJFH4W,"1,0","Je suis très très déçus par cette TV, le son est horrible, la qualité de l'image par satellite est digne d'une antenne râteau, quand aux vidéo en 1080 , c'est du divx en léger mieux.",23/8/2020,France,Achat vérifié,"Je suis très très déçus par cette TV, le son est horrible, la qualité de l'image par satellite est digne d'une antenne râteau, quand aux vidéo en 1080 , c'est du divx en léger mieux.",2 personnes ont trouvé cela utile,/gp/customer-reviews/R2VBTMQHQI0A7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
30,B07ZHJFH4W,"3,0","La qualité de l'image est impécable (jusqu'à présent), par contre le gros point noir c'est le son. Les 2 haut parleurs sont tout petits et dirigent le son vers le bas.",26/6/2021,France,Achat vérifié,"La qualité de l'image est impécable (jusqu'à présent), par contre le gros point noir c'est le son. Les 2 haut parleurs sont tout petits et dirigent le son vers le bas.",,/gp/customer-reviews/RJI5T0PTD6P1K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
31,B07ZHJFH4W,"2,0",Aucun problème jusqu'à aujourd'hui. Les seuls soucis que j'ai eu sont les mises ç jours qui se font toute seule pendant que vous regardez un film. La télé redémarre toute seule sans prévenir quasiment chaque semaine.,4/1/2022,France,Achat vérifié,Aucun problème jusqu'à aujourd'hui. Les seuls soucis que j'ai eu sont les mises ç jours qui se font toute seule pendant que vous regardez un film. La télé redémarre toute seule sans prévenir quasiment chaque semaine.,,/gp/customer-reviews/R3PDHOHLU53ID6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
32,B07ZHJFH4W,"5,0","Pour un premier achat, sans rien y connaître du tout et avec un petit budget, je suis vraiment très très contente ! Elle est super ! Et comme elle est Android j'ai même accès au prime vidéo d'amazon avec Orange comme opérateur, cool ! L'image est sympa. Le son, je ne sais pas trop parce que j'ai pris une barre de son en plus. Donc la c'est super.",18/10/2020,France,Achat vérifié,"Pour un premier achat, sans rien y connaître du tout et avec un petit budget, je suis vraiment très très contente ! Elle est super ! Et comme elle est Android j'ai même accès au prime vidéo d'amazon avec Orange comme opérateur, cool ! L'image est sympa. Le son, je ne sais pas trop parce que j'ai pris une barre de son en plus. Donc la c'est super.",,/gp/customer-reviews/R1N4H2TDBA5L9Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
33,B07ZHJFH4W,"4,0","Vous avez déjà du parcourir tous les avis,",12/9/2020,France,Achat vérifié,"Vous avez déjà du parcourir tous les avis,",2 personnes ont trouvé cela utile,/gp/customer-reviews/R3C3FXG0WBREOW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
34,B07ZHJFH4W,"3,0",Pratique à configurer mais pas de stabilité du téléviseur !! Les pieds se fixent mal au téléviseur et il vacille sur ses pieds !!!!,22/1/2020,France,Achat vérifié,Pratique à configurer mais pas de stabilité du téléviseur !! Les pieds se fixent mal au téléviseur et il vacille sur ses pieds !!!!,3 personnes ont trouvé cela utile,/gp/customer-reviews/R3AJSAYIDLTCA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
35,B07ZHJFH4W,"1,0","je viens de mesuré mon ecran pour etre sur que je ne me soit pas tromper apres avoir cherché une table pour le posé, et suprise surprise , je me rend compte que en faite j'ai recu un 50 inches au lieu d un 55, belle surprise ,",4/10/2020,France,Achat vérifié,"je viens de mesuré mon ecran pour etre sur que je ne me soit pas tromper apres avoir cherché une table pour le posé, et suprise surprise , je me rend compte que en faite j'ai recu un 50 inches au lieu d un 55, belle surprise ,",Une personne a trouvé cela utile,/gp/customer-reviews/R1VLWUD8XSFM1I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
36,B07ZHJFH4W,"1,0","Écran médiocre, surtout pour jouer, des qu'il fait un peu sombre on y voit rien même en parametrant, les couleurs noirs et les tons sombre de manière générale sont très mal géré et j'ai un gros doute sur l'efficacité du HDR, même si il est bien présent...",18/8/2020,France,Achat vérifié,"Écran médiocre, surtout pour jouer, des qu'il fait un peu sombre on y voit rien même en parametrant, les couleurs noirs et les tons sombre de manière générale sont très mal géré et j'ai un gros doute sur l'efficacité du HDR, même si il est bien présent...",Une personne a trouvé cela utile,/gp/customer-reviews/R2BZDWVNB79F2B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
37,B07ZHJFH4W,"2,0","En terme general, cette télé est très bien et d'une qualité correcte, par rapport a son prix disons.",20/6/2021,France,Achat vérifié,"En terme general, cette télé est très bien et d'une qualité correcte, par rapport a son prix disons.",,/gp/customer-reviews/R2DY95C2HBZDBU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
38,B07ZHJFH4W,"3,0","Pour le prix, la tv convient pour de grandes pièces. Cependant, je l'ai utilisé dans ma chambre, avec 2 mètres de distance, et il y avais un bruit désagréable (oreilles qui sifflent) suffisamment fort pour être audible même lorsqu'il y avait du son sur mes enceintes. (pas de problème avec suffisamment d'espace, 3 mètres ou plus).",1/11/2020,France,Achat vérifié,"Pour le prix, la tv convient pour de grandes pièces. Cependant, je l'ai utilisé dans ma chambre, avec 2 mètres de distance, et il y avais un bruit désagréable (oreilles qui sifflent) suffisamment fort pour être audible même lorsqu'il y avait du son sur mes enceintes. (pas de problème avec suffisamment d'espace, 3 mètres ou plus).",,/gp/customer-reviews/R2MCXWDME7MFUE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
39,B07ZHJFH4W,"1,0","Ce téléviseur reboote régulièrement, trop régulièrement, en plein milieu d'un programme, sans vous laisser le choix de ne pas le faire!",15/6/2021,France,Achat vérifié,"Ce téléviseur reboote régulièrement, trop régulièrement, en plein milieu d'un programme, sans vous laisser le choix de ne pas le faire!",Une personne a trouvé cela utile,/gp/customer-reviews/R2A5DI3KW462QZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
40,B07ZHJFH4W,"5,0","Très belle image pour ce téléviseur. Le menu Android est un peu perturbant, une touche d'accès TV (comme pour Netflix, prime video, YouTube ou Google) serait la bienvenue,surtout pour les personnes qui ne sont habituées à ces menus dans une TV, si si il y en a. Côté livraison, rien à dire, tout s'est bien passé. Cela me semble être un bon rapport qualité prix.",12/11/2020,France,Achat vérifié,"Très belle image pour ce téléviseur. Le menu Android est un peu perturbant, une touche d'accès TV (comme pour Netflix, prime video, YouTube ou Google) serait la bienvenue,surtout pour les personnes qui ne sont habituées à ces menus dans une TV, si si il y en a. Côté livraison, rien à dire, tout s'est bien passé. Cela me semble être un bon rapport qualité prix.",,/gp/customer-reviews/R1ER3YFRTHE17D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
41,B07ZHJFH4W,"5,0",Bonsoir ...Meme conception pour toutes les tv  a ce prix donc....Trés bonne qualité d'image après réglages et  alimenté par la fibre....Le gros problème c'est le son  donc investir dans une très bonne barre de son ou un home cinéma 4k. Si vous cherchez d'un tv dans cette gamme pour le prix ne pas hésiter,5/10/2021,France,Achat vérifié,Bonsoir ...Meme conception pour toutes les tv  a ce prix donc....Trés bonne qualité d'image après réglages et  alimenté par la fibre....Le gros problème c'est le son  donc investir dans une très bonne barre de son ou un home cinéma 4k. Si vous cherchez d'un tv dans cette gamme pour le prix ne pas hésiter,,/gp/customer-reviews/R283ZKVYG0LIYX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
